what : 1152
name : 118
fear : 66
which : 61
first : 48
kind : 43
called : 41
world : 37
film : 36
used : 34
color : 33
made : 27
book : 27
war : 25
novel : 24
movie : 24
word : 22
us : 22
best : 22
animal : 22
tv : 21
play : 21
drink : 21
term : 20
sport : 20
game : 20
use : 19
known : 19
english : 19
two : 18
john : 18
call : 18
new : 17
one : 16
language : 16
dog : 16
disease : 15
four : 14
food : 14
features : 14
common : 14
three : 13
soft : 13
show : 13
people : 13
song : 12
product : 12
largest : 12
eat : 12
animals : 12
way : 11
type : 11
popular : 11
get : 11
become : 11
who : 10
when : 10
time : 10
sioux : 10
red : 10
old : 10
body : 10
american : 10
named : 9
letter : 9
contains : 9
colors : 9
sports : 8
space : 8
series : 8
sea : 8
say : 8
saw : 8
man : 8
magazine : 8
line : 8
instrument : 8
how : 8
horse : 8
featured : 8
computer : 8
card : 8
another : 8
write : 7
words : 7
top : 7
title : 7
system : 7
russian : 7
produce : 7
make : 7
main : 7
longest : 7
little : 7
letters : 7
james : 7
indians : 7
french : 7
favorite : 7
different : 7
died : 7
comic : 7
chemical : 7
car : 7
black : 7
west : 6
ways : 6
tennis : 6
symbol : 6
singing : 6
ship : 6
set : 6
plays : 6
part : 6
north : 6
newspaper : 6
musical : 6
law : 6
languages : 6
killed : 6
kids : 6
jude : 6
international : 6
ii : 6
good : 6
george : 6
flag : 6
five : 6
famous : 6
drug : 6
day : 6
cross : 6
cold : 6
character : 6
bridge : 6
brand : 6
blood : 6
birds : 6
balls : 6
ball : 6
alphabet : 6
would : 5
william : 5
water : 5
types : 5
treat : 5
times : 5
substance : 5
state : 5
spoken : 5
species : 5
spanish : 5
sign : 5
seven : 5
second : 5
rum : 5
ray : 5
products : 5
operating : 5
often : 5
names : 5
monopoly : 5
money : 5
mammal : 5
love : 5
latin : 5
kevin : 5
kennedy : 5
jewish : 5
islamic : 5
introduced : 5
inspired : 5
hamblen : 5
hair : 5
great : 5
form : 5
fish : 5
fastest : 5
family : 5
events : 5
elements : 5
earth : 5
creature : 5
cowboy : 5
counterpart : 5
costner : 5
come : 5
city : 5
cereal : 5
cards : 5
birth : 5
biggest : 5
beer : 5
battle : 5
aspartame : 5
america : 5
aids : 5
1899 : 5
younis : 4
written : 4
wolfe : 4
winnie : 4
wine : 4
win : 4
widely : 4
where : 4
wear : 4
weapon : 4
vhs : 4
trials : 4
tree : 4
tiger : 4
thing : 4
suit : 4
submarine : 4
stuart : 4
story : 4
steinbeck : 4
starring : 4
spielberg : 4
songs : 4
side : 4
robert : 4
rascals : 4
race : 4
queen : 4
put : 4
program : 4
pooh : 4
pole : 4
played : 4
plant : 4
oscar : 4
originally : 4
need : 4
medium : 4
medicine : 4
marvel : 4
many : 4
makes : 4
machines : 4
like : 4
life : 4
left : 4
last : 4
lake : 4
killer : 4
kasparov : 4
johnny : 4
jaws : 4
jack : 4
invent : 4
infectious : 4
infection : 4
ibmcompatible : 4
humans : 4
human : 4
hit : 4
historical : 4
hemingway : 4
held : 4
happened : 4
grow : 4
group : 4
greatest : 4
golf : 4
glass : 4
geese : 4
garry : 4
games : 4
fungal : 4
fought : 4
formula : 4
following : 4
find : 4
fawaz : 4
ever : 4
detect : 4
defects : 4
death : 4
cover : 4
considered : 4
commonly : 4
commercial : 4
china : 4
children : 4
charles : 4
celebrated : 4
catch : 4
cancer : 4
broadway : 4
british : 4
back : 4
associated : 4
york : 3
year : 3
wonders : 3
women : 3
white : 3
weight : 3
wearing : 3
video : 3
